post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Currajong Rest Area,,,,,Australia,,-33.1122797,148.1747293,,,,yes,no,,,,,,,yes
Currency Creek Lions Park,,,,,Australia,,-35.45444,138.7598336,,,,,,,,,,,,
Curtin Springs Wayside Inn & Cattle Stat,,Lasseter Highway,,,Australia,,-25.3148731,131.757679,+61 8 8956 2906,enquiries@curtinsprings.com,https://www.curtinsprings.com/,,,,,yes,,,,
Cutana Rest Area Eastbound,,,,,Australia,,-32.1860626,140.5810329,,,,no,,,,,,,,
Cygnet Holiday Park,,,,,Australia,,-43.15611,147.07472,,,,,,,,,,,,
Cypress Pine Camping Area,,,,,Australia,,-28.8425571,152.1510229,,,,,,,,,,,,
D'estrees Bay Camp Ground,,,,,Australia,,-35.9662006,137.6055648,,,,,,,,,,,,
Dago Point Campground,,,,,Australia,,-42.1317941,147.1651568,,,,,,,,,,,,
Daintree Riverview Lodges & Caravan Park,,,,,Australia,,-16.2500433,145.3177846,,,,,,,,,,,,
Dajarra Campground,Cloncurry Shire Council,,,,Australia,,-21.6961164,139.5132523,,,,yes,yes,,,yes,,,,
Dalhousie Springs Campground,,,,,Australia,,-26.4236083,135.502891,,,,,,,,,,,,
Daly River Esplanade Conservation Area,,,,,Australia,,-13.787476,131.3524479,,,,,,,,,,,,
The Daly Waters Pub,,,,,Australia,,-16.2543536,133.3700872,,,https://dalywaterspub.com/,yes,yes,,,,,,yes,yes
Dandaragan Transit Caravan Park,,,,,Australia,,-30.67028,115.70333,,,,,,,,,,,,
Dangin Rest Area,,,,,Australia,,-32.0418539,117.3285988,,,,no,,,,,,,,
Darbys Falls River Reserve,,,,,Australia,,-33.9483838,148.862809,,,,,,,,,,,,
Darkes Memorial Rest Area,,,,,Australia,,-33.1657082,135.8865252,,,,no,,,,,,,,
Darlington Point Riverside Caravan Park,,,,,Australia,,-34.56806,146.00417,,,,yes,yes,,,yes,,,yes,yes
Darwin River Dam Recreation Park,,,,,Australia,,-12.82694,130.96639,,,,,,,,,,,,
Dead Mans Point,,,,,Australia,,-33.27944,146.39556,,,,,,,,,,,,
Delegate Caravan Park,,,,,Australia,,-37.04,148.94667,,,,,,,,,,,,
Delungra Showground,,,,,Australia,,-29.65111,150.82583,,,,yes,yes,,,,,,yes,yes
Deni Car O Tel & Caravan Park,,,,,Australia,,-35.53556,144.96861,,,,,,,,,,,,
Denmark (east) Rest Area,,,,,Australia,,-34.96917,117.42333,,,,no,no,,,,,,,
Derby Park,,,,,Australia,,-41.1420757,147.7976856,,,,,,,,,,,yes,yes
Des Streckfuss Rest Area,,,,,Australia,,-20.8255367,119.5123056,,,,yes,no,,,,,,,
Desert Camp Conservation Reserve,,,,,Australia,,-36.46667,140.365,,,,,,,,,,,,
Desert Oaks Rest Area,,,,,Australia,,-24.905,133.19611,,,,,,,,,,,,
Devils Marbles Campground,,,,,Australia,,-20.56806,134.26417,,,,,,,,,,,,
Diamond Tree Lookout,,,,,Australia,,-34.31972,116.12083,,,,,,,,,,,,
Digger's Camp,,,,,Australia,,-29.8149873,153.2887669,,,,,,,,,,,,
Dimbulah Caravan Park,,,,,Australia,,-17.1515722,145.1054319,,,,yes,yes,,,yes,,,,
Dingley Dell Campground,"Fees apply, please see information board",,,,Australia,,-31.3554207,138.7065279,,,,,,,,,,,,
Dingo Creek Bicentennial Park,Day Use Only. Overnight camping tents or vehicles prohibited,,,,Australia,,-26.3136809,151.8701499,,,,,,,,,,,no,no
Dingo Fence Rest Area,,,,,Australia,,-30.5023539,152.1451578,,,,no,,,,,,,yes,yes
Dingo Tops Campground,,,,,Australia,,-31.66583,152.14333,,,,,,,,,,,,
Dirranbandi Retreat & Caravan Park,,Kirby Street,,QLD,Australia,4486,-28.5814611,148.2289554,+61 4 4755 5685,dirranbandicaravanpark@gmail.com,https://www.dirranbandioutback.com.au,yes,yes,,,yes,yes,,yes,yes
Djarrung Campground,,,,,Australia,,-14.75833,131.59611,,,,,,,,,,,,
Dogwood Creek Rest Area,,,,,Australia,,-26.65556,150.17944,,,,yes,no,,,,,,,
Dolo Hill Rest Area,,,,,Australia,,-31.67306,142.81306,,,,yes,no,,,,,,,yes
Domblegabby Rest Area,,,,,Australia,,-32.3222108,125.0747032,,,,no,,,,,,,,
Donors Hill Rest Area,,,,,Australia,,-18.6982281,140.5123188,,,,no,,,,,,,,
Donovans Landing,,,,,Australia,,-38.01111,140.96,,,,,,,,,,,,
Doolena Gorge,,,,,Australia,,-20.92556,119.78556,,,,,,,,,,,,
Doon Doon Roadhouse Caravan Park,,,,,Australia,,-16.3086414,128.2475834,,,,,,,,,,,,
Doug Biddle Apex Park,Apex,,,,Australia,,-29.44222,151.84722,,,,yes,no,,,,,,,
Douglas Hot Springs,,,,,Australia,,-13.76472,131.43944,,,,,,,,,,,,
Downfall Creek Campground,,,,,Australia,,-17.1477664,145.58834,,,,,,,,,,,,
Drillham Rest Area,,,,,Australia,,-26.6409343,149.9806017,,,,yes,no,,,,,,,
Drummond Range Lookout,,,,,Australia,,-23.64389,147.20444,,,,,,,,,,,,
Drummonds Reserve,,,,,Australia,,-30.4891436,115.4344646,,,,,,,,,,,,
Dry River Rest Area,,Gordon Street,,,Australia,,-36.4684985,149.8662128,,,https://www.caravancaravan.com.au/entity/quaama-rest-area/nsw,yes,no,,,,,,,
Dry Stone Walling Rest Area,,,,,Australia,,-33.7594617,135.1014777,,,,,,,,,,,,
Dry Tank Campground,NSW National Parks and Wildlife Service,,,,Australia,,-30.5177828,145.7143756,,,,yes,no,,,,,,,
Dubbo Showground,,,,,Australia,,-32.25,148.61444,,,,,,,,,,,,
Dubbo South Rest Area,,,,,Australia,,-32.32972,148.50722,,,,no,,,,,,,,yes
Dulacca Hotel,,,,,Australia,,-26.64361,149.76361,,,,,,,,,,,,
Dululu Progress Association Rest Area,,,,,Australia,,-23.84833,150.26111,,,,yes,yes,,,yes,yes,,yes,yes
Dumaresq River - Self Contained,,,,,Australia,,-28.8675,151.16417,,,,no,,,,,,,,
Dumboy Creek Rest Area,,,,,Australia,,-29.64,150.7975,,,,no,,,,,,,,
Dunalley Rv Stop,,,,,Australia,,-42.8821202,147.8123976,,,,,,,,,,,,
Dundee Downs Bush Resort,,,,,Australia,,-12.77083,130.49361,,,,,,,,,,,,
Dungog Caravan Park,,,,,Australia,,-32.39694,151.76278,,,,yes,no,,,,,,yes,yes
Dunmarra Wayside Inn,,,,,Australia,,-16.6801673,133.4130039,,,,,,,,,,,,
Eadine Springs Picnic Area,,,,,Australia,,-31.7125667,116.5395674,,,,yes,no,,no,no,,,no,yes
Eagle Bluff,,,,,Australia,,-26.0743041,113.5820675,,,,,,,,,,,,
Eaglestone Rock,,,,,Australia,,-31.06667,118.23028,,,,,,,,,,,,
Edrom Road Northbound Rest Area,,,,,Australia,,-37.202829,149.8446919,,,,yes,no,,,,,,,
Gresford Camping Ground and Picnic Area,,,,,Australia,,-32.4326014,151.5594193,,,https://www.gresfordshowgroundsandcamping.com.au/,yes,yes,,,yes,,,yes,yes
Eastern Chief Bore West,,,,,Australia,,-22.93472,135.05917,,,,,,,,,,,,
Eastern Foreshore Campground,,,,,Australia,,-30.88889,150.51833,,,,,,,,,,,,
Eastern Foreshore State Park Campground,,,,,Australia,,-32.10778,150.99028,,,,,,,,,,,,
Ebor Rest Area,Armidale Regional Council,,,,Australia,,-30.4076391,152.3459875,,,,yes,no,,,,,,yes,yes
Eckerts Creek Campground,,,,,Australia,,-34.3349959,140.546712,,,,,,,,,,,,
Murray Recreation and Caravan Park,,,,,Australia,,-34.6539563,139.1019931,,,https://www.murraycaravanpark.com.au/,yes,yes,,,,,,,
Edith Falls (Leliyn) Campground,,,,,Australia,,-14.17944,132.18611,,,,yes,yes,,yes,no,no,,yes,yes
Eight Mile Corner,,,,,Australia,,-34.38944,139.46139,,,,no,,,,,,,,
Einasleigh Rest Area,,,,,Australia,,-18.51056,144.09667,,,,,,,,,,,,
El Arish Rest Area,,,,,Australia,,-17.7956626,146.0108429,,,,,,,,,,,,
Elanbe Caravan Village,,,,,Australia,,-28.59472,150.35778,,,,,,,,,,,,
Elanda Point Canoe Company,,,,,Australia,,-26.25417,152.99917,,,,,,,,,,,,
Eldee Station,,,,,Australia,,-31.6693884,141.2584651,,,,,,,,,,,,
Eli Elwah Reserve,,,,,Australia,,-34.492758,144.967837,,,,,,,,,,,,
Ellenborough Reserve,Port Macquarie-Hastings Council,,,,Australia,,-31.44028,152.46111,,,,yes,no,,,,,,yes,yes
Ringers,,,,,Australia,,-15.9645384,127.0596911,,,,,,,,,,,,
Ellendale Pool,,,,,Australia,,-28.85917,114.97278,,,,,,,,,,,,
Ellendale Rest Area,,,,,Australia,,-17.9608551,124.8357372,,,,yes,no,,,,yes,,,
Elsey Rest Area,,,,,Australia,,-14.98556,133.34889,,,,,,,,,,,,
Emerald Springs Roadhouse,,,,,Australia,,-13.63139,131.62972,,,,,,,,,,,,
Emu Creek Campground,,,,,Australia,,-26.96861,152.16583,,,,,,,,,,,,
Emu Creek Station,,,,,Australia,,-23.03167,115.04194,,,,,,,,no,,,,
Endrick River Crossing,,,,,Australia,,-35.0894809,150.1206954,,,,,,,,,,,,
Engine Point Campground,,,,,Australia,,-34.7393841,135.9889037,,,,,,,,,,,,
Engoordina Ruins,,,,,Australia,,-25.06944,134.36417,,,,,,,,,,,,
Enngonia South Rest Area,,,,,Australia,,-29.5855047,145.8416203,,,,no,,,,,,,,
Eromanga Motel & Caravan Park,,,,,Australia,,-26.6695826,143.271599,,,,yes,yes,,,yes,,,,
Ersine Range Rest Area,,,,,Australia,,-15.79083,128.29972,,,,,,,,,,,,
Euabalong Caravan Park,Cobar Shire Council,,,,Australia,,-33.11167,146.47222,,,,yes,yes,,,yes,,,yes,yes
Eugowra Showground,Eugowra Show Socienty Inc.,,,,Australia,,-33.435047,148.382705,+61 427 639 701,,,yes,yes,,,,,,,
Eulin Crossing,,,,,Australia,,-33.7005627,116.6744499,,,,,,,,,,,,
Euroley Bridge Reserve,,,,,Australia,,-34.63806,146.37556,,,,,,,,,,,,
Evelyn Downs Rest Area,,,,,Australia,,-28.4258242,134.1850681,,,,,,,,,,,,
Evercreech Forest Reserve,,,,,Australia,,-41.4005943,147.9731687,,,,,,,,,,,,
Exchange Hotel Caravan Park,,,,,Australia,,-20.7698307,145.0194194,,,,,,,,,,,,
Exmouth Turnoff Information Bay,,,,,Australia,,-23.7520216,114.014685,,,,,,,,,,,,
Eyres Waterhole Rest Area,,,,,Australia,,-32.8179567,134.2456312,,,,no,,,,,,,,
Farina Station Campground,,,,,Australia,,-30.0624208,138.2736743,,,,,,,,,,,,
Farm Beach Campground,,,,,Australia,,-34.49667,135.39778,,,,,,,,,,,,
Farrell Flat Rest Area,,,,,Australia,,-33.82917,138.79583,,,,,,,,,,,,
Unknown,,,,,Australia,,-27.9581689,152.5795151,,,,,,,,,,,,
Federation Park,,,,,Australia,,-27.6525,151.89222,,,,,,,,,,,,
Fernhook Falls Campground,DOC,,,,Australia,,-34.8193661,116.5921653,,,https://exploreparks.dbca.wa.gov.au/site/fernhook-falls-campground,yes,no,,,,,,,
Fig Tree Crossing Rest Area,Shire of Chapman Valley,,,,Australia,,-28.6589724,114.7040711,,,,yes,no,,no,no,yes,,yes,yes
Finley Lakeside Caravan Park,,,,,Australia,,-35.63417,145.58028,,,,,,,,,,,,
Firey Creek,,,,,Australia,,-18.695997,139.5219826,,,,no,,,,,,,,
First Settlers Park,SBRC,,,,Australia,,-26.88833,152.13611,,,,yes,yes,,yes,no,no,,yes,yes
Fisherman's Rest (48hr),,,,,Australia,,-26.475,147.92833,,,,yes,no,,,,,,,
Fisherman Point Campground,,,,,Australia,,-34.7568548,135.98558,,,,,,,,,,,,
Fishing & Restocking Club Park,Maranoa Regional Council,,,,Australia,,-27.148707,149.0735133,,,,yes,no,,,no,yes,,yes,yes
Fitzgerald Bay Bush Camp - Native Myrtle Retreat - toilets/water,Whyalla City Council,,,,Australia,,-32.90694,137.755,,,https://www.whyalla.com/bush-camps-motorhomes,yes,no,,no,,,,yes,yes
Fitzgerald Bay Bush Camp,Whyalla City Council,,,,Australia,,-32.92139,137.74917,,,https://www.whyalla.com/bush-camps-motorhomes,no,,,,,,,yes,yes
Fitzgerald Rest Area,,,,,Australia,,-33.7575348,119.4469979,,,,,,,,,,,,
Free Camp,,,,,Australia,,-33.83119,119.2539654,,,,,,,,,,,,
Fitzpatrick Trackhead Camp,Reflections Holidays,,,,Australia,,-35.1390384,148.6739218,,,,yes,yes,yes,,,no,,yes,yes
Five Mile Reserve,,,,,Australia,,-34.75194,146.60306,,,,,,,,,,,,
Flat Rock Reserve,,,,,Australia,,-33.54833,149.79194,,,,yes,no,,,,,,,
Floodout Creek,,,,,Australia,,-21.804835,131.1775687,,,,,,,,,,,,
Florence Falls 2WD Campground,,,,,Australia,,-13.0968211,130.7845865,,,,yes,yes,,,no,,,yes,yes
Flour Cask Bay Sanctuary,,,,,Australia,,-35.87222,137.69167,,,,,,,,,,,,
Fong-On Bay Campground,,,,,Australia,,-17.15361,145.59861,,,,,,,,,,,,
Food & Huts By Mt Oxley - Rossmore Station,,,,,Australia,,-30.0475,146.21528,,,https://outbackbeds.com.au/farm-stays/mountoxley/#4-contact-details,no,,,,,,,,
Forbes Rest Area,,,,,Australia,,-33.38778,148.00139,,,,,,,,,,,,
Ford Run Rest Area,,,,,Australia,,-28.22778,121.08556,,,,,,,,,,,,
Forestry Information Stop,,,,,Australia,,-37.51083,140.81833,,,,,,,,,,,,
Forsayth Rest Area,,,,,Australia,,-18.5825,143.60528,,,,no,,,,,,,,
Forster Lookout,,,,,Australia,,-34.75528,139.57167,,,,,,,,,,,,
Fort Courage Angling & Caravan Park -,,,,,Australia,,-34.0894524,141.7336538,,,,,,,,,,,,
Fort Grey Campground,,,,,Australia,,-29.0874975,141.2152037,,,,,,,,,,,,
Fortescue Bay Campground,,,,,Australia,,-43.14222,147.96722,,,,,,,,,,,,
Fortescue River Roadhouse,,,,,Australia,,-21.2950723,116.1376137,,,,,,,,,,,,
Fossey River Rest Area,,,,,Australia,,-41.4510914,145.6209427,,,,,,,,,,,,
Foul Bay Camping Reserve,,,,,Australia,,-35.18056,137.2125,,,,,,,,,,,,
Fountain Springs Rest Area,,,,,Australia,,-20.800115,139.9965673,,,,yes,no,,,,,,,
Four Mile Creek,,,,,Australia,,-33.41556,148.98556,,,,,,,,,,,,
Four Post Camp,,,,,Australia,,-35.59833,144.99056,,,,,,,,,,,,
Fowlers Camp,,,,,Australia,,-26.1067006,113.6184356,,,,,,,no,,,,yes,
Fowlers Gap,,,,,Australia,,-31.10194,141.70194,,,,,,,,,,,,
Foxtrap Cooladdi Roadhouse - Freecamp External,Pay ablutions at roadhouse. Location not specific.,,,,Australia,,-26.6467848,145.4684813,,,,yes,yes,,,,,,yes,yes
Frances Creek,,,,,Australia,,-18.7477978,146.1369478,,,,,,,,,,,,
Southern Hills Rest Area,,,,,Australia,,-32.0741642,122.5935171,,,,yes,no,,,,yes,,,
Fraser Range Station - Closed,,,,,Australia,,-32.0292374,122.7948419,,,https://www.fraserrangestation.com.au/,yes,yes,,,yes,,,,
Fred Drew Rest Area,,,,,Australia,,-17.5149151,145.9938514,,,,,,,,,,,yes,yes
Fred Greensil Lake (yowie Park),,,,,Australia,,-26.94722,152.56444,,,,,,,,,,,,
Friendly Beaches Campground,Parks and Wildlife,,,,Australia,,-41.99083,148.2875,,,,,,,,,,,yes,yes
Frog Hollow,,,,,Australia,,-33.3048372,146.3822017,,,,,,,,,,,,
Fullarton River North Rest Area,,,,,Australia,,-21.0213028,140.9396674,,,,yes,no,,,,,,,
Funny Dunny Park,,,,,Australia,,-19.75222,147.59583,,,,,,,,,,,,
Gallo Park,,,,,Australia,,-17.2854004,145.495823,,,,,,,,,,,,
Gara River Rest Area,,,,,Australia,,-30.5441494,151.7945507,,,,no,,,,,,,yes,yes
Garah Rest Area,Moree Plains Shire Council,,,,Australia,,-29.0737522,149.6359451,,,,yes,no,,,,,,yes,yes
Garden Of Weeden,,,,,Australia,,-25.94111,152.48556,,,,,,,,,,,,
Garden Pool,,,,,Australia,,-21.91472,120.09194,,,,,,,,,,,,
Garden Rock,,,,,Australia,,-27.48917,118.02667,,,,,,,,,,,,
Garoolgan Rest Area,,,,,Australia,,-34.25278,146.44889,,,,,,,,,,,,
Garradunga Hotel,,,,,Australia,,-17.46139,145.99528,,,,,,,,,,,,
Karnamarr Campground,,,,,Australia,,-13.21778,132.81611,,,https://parksaustralia.gov.au/kakadu/stay/camping/garnamarr-campground/,,,,,,,,,
Gheerulla Campground,,,,,Australia,,-26.57,152.79139,,,https://www.npsr.qld.gov.au/parks/mapleton-forest/camping.html#gheerulla_camping_area,,,,,,,,,
Gheerulla Pioneer Park,,,,,Australia,,-26.56472,152.76694,,,,,,,,,,,,
Gibb River Rest Area,,,,,Australia,,-16.09556,126.51194,,,,,,,,,,,,
Gil Gil Creek North Rest Area,,,,,Australia,,-29.16389,150.01333,,,,no,,,,,,,yes,yes
Gil Weir,,,,,Australia,,-26.7083153,150.1792769,,,,yes,no,,,,,,,
Gilbert River East,,,,,Australia,,-18.19333,142.89694,,,,yes,no,,,,,,,
Gilbert River,,,,,Australia,,-18.1999485,142.8723655,,,,no,,,,,,,,
Giles Breakaway Rest Area,,,,,Australia,,-28.2801005,122.7008731,,,,,,,,,,,,
Gilgunnia Goldfield Rest Area,,,,,Australia,,-32.4179266,146.0346924,,,,yes,no,,,,,,,
Gilhams Beach Campground,Parks and Wildlife,,,,Australia,,-43.54333,146.89028,,,,,no,,,,,,yes,yes
Gin Gin Rest Area,,,,,Australia,,-24.9747424,151.9460943,,,,yes,no,,,,,,,
Gin Gin Showgrounds,,,,,Australia,,-24.98778,151.95194,,,,,,,,,,,,
Gladfield Rest Area,,,,,Australia,,-28.0742872,152.1864262,,,,yes,no,,,,,,yes,yes
Gladstone Campground,Shire of Carnarvon,,,,Australia,,-25.9523914,114.2482502,,,https://www.carnarvon.wa.gov.au/services/rangers/camping.aspx,,,,,,yes,,yes,yes
Bottletree Hotel Glamorgan Vale,,,,,Australia,,-27.50889,152.62722,,,,,,,,,,,,
Glasbys Caravan Park,,,,,Australia,,-27.06083,151.43417,,,,,,,,,,,,
Glasshouse Mountains Campground,,,,,Australia,,-26.91389,152.92139,,,,,,,,,,,,
Glebe Weir,,,,,Australia,,-25.46361,150.03389,,,,yes,yes,,,yes,,,,
Gleesons Landing,,,,,Australia,,-35.00389,136.96583,,,,,,,,,,,,
Glen Eagle Rest Area,,,,,Australia,,-32.2891337,116.1914463,,,,,,,,,,,,
Glen Innes Anzac Park,,,,,Australia,,-29.73417,151.73444,,,,,,,,,,,,
Glen Mervyn Dam,,,,,Australia,,-33.4967316,116.0986415,,,https://collierivervalley.com.au/local-listings/glen-mervyn-dam/,yes,no,,,,,,yes,no
Glen Riddle Recreation Reserve,,,,,Australia,,-30.45028,150.69278,,,,,,,,,,,,
Glendon Camping Grounds,,,,,Australia,,-28.175,151.69667,,,https://glendoncamping.com.au/,,,,,,,,,yes
Glendora Campground,,,,,Australia,,-33.0275,149.40944,,,,,,,,,,,,
Glengariff (Rocky Creek) Bush Camping -,,,,,Australia,,-25.58639,152.00833,,,,,,,,,,,,
Glengyle Rest Area,,,,,Australia,,-24.9137608,139.6489411,,,,,,,,,,,,
Glenmorgan Railway Station,,,,,Australia,,-27.24889,149.67611,,,,yes,yes,,,yes,yes,,yes,yes
Glenreagh Recreation Reserve,Glenreagh Public Recreation Reserve Trust,Bridge Street,,NSW,Australia,2450,-30.05222,152.97389,+61 428 582 314,,,yes,yes,,,yes,yes,,yes,yes
Glenron Coolah Primitive Bush Camp,,,,,Australia,,-31.86444,149.69139,,,,,,,,,,,,
Goanna Creek Rest Area,,,,,Australia,,-16.70444,135.3675,,,,,,,,,,,,
