post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Duling Camping Ground,,,,,Australia,,-24.9124411,153.2780545,,,,,,,,,,,,
Marloo Campground,,,,,Australia,,-24.9466371,153.299641,,,,,,,,,,,,
Ocean Lake Campground,,,,,Australia,,-24.9245025,153.2839023,,,,,,,,,,,,
Ungowa,,,,,Australia,,-25.4990479,152.9895946,,,,,,,,,,,,
Cornwells Campground,,,,,Australia,,-25.456565,153.150037,,,,,,,,,,,,
Eli Campground,,,,,Australia,,-25.3019109,153.2200805,,,,,,,,,,,,
Gabala Campground,,,,,Australia,,-25.4335866,153.1603379,,,,,,,,,,,,
Guluri Campground,,,,,Australia,,-25.3270836,153.208121,,,,,,,,,,,,
Maheno Campground,,,,,Australia,,-25.2861156,153.2276822,,,,,,,,,,,,
One Tree Rocks Campground,,,,,Australia,,-25.4899424,153.1358353,,,,,,,,,,,,
Poyungan Campground,,,,,Australia,,-25.4111754,153.1700167,,,,,,,,,,,,
Winnam Campground,,,,,Australia,,-25.3870126,153.1806108,,,,,,,,,,,,
Burad Campground,,,,,Australia,,-25.0923008,153.3190298,,,,,,,,,,,,
Guruman Campground,,,,,Australia,,-25.1841384,153.2764756,,,,,,,,,,,,
Wahba Campground,,,,,Australia,,-25.2591367,153.2410587,,,,,,,,,,,,
Wyuna Campground,,,,,Australia,,-25.1200717,153.3061952,,,,,,,,,,,,
Yurru Campground,,,,,Australia,,-25.212719,153.2634557,,,,,,,,,,,,
Long Gully 1,,,,,Australia,,-35.32126,150.1916664,,,,,,,,,,,,
Quart Pot Flat Camping Area,,,,,Australia,,-36.7318254,147.616221,,,"https://www.parks.vic.gov.au/places-to-see/sites/quart-pot-flat-hut-,-a-,-camping-area",,,,,,,,,
Banana Well Getaway,Banana Well Getaway's History relates back to the founding members of the Burrguk Corporation which ties the Charles and Ozies families.,"PO Box 213, Broome WA",,WA,Australia,6725,-16.9768266,122.5883777,,bookings@bananawellgetaway.com.au,https://bananawellgetaway.com.au/,,yes,,yes,,,,yes,yes
Dilgry River Camping Area,NSW National Parks and Wildlife Service,,,,Australia,,-31.8940194,151.5254947,,,,,,,,,,,,
Gologolies Camping Area,,,,,Australia,,-31.9299753,151.3464324,,,,,,,,,,,,
.,,,,,Australia,,-36.70449,144.45724,,,,,,,,,,,,
Oberon Beach Campsite,,,,,Australia,,-39.0720241,146.3442606,,,,,,,,,,,,
Halfway Hut Campsite,,,,,Australia,,-39.0852871,146.3840617,,,,,,,,,,,,
Dows Camp,,,,,Australia,,-31.3310702,148.9823598,,,,,,,,,,,,
Ogma Camp,,,,,Australia,,-31.3194915,148.9752679,,,,,,,,,,,,
Dogmans Hut camping area,,,,,Australia,,-36.53781,148.1329654,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.5718438,148.1296663,,,,,no,,,,,,yes,no
Beachcomber Holiday Park,,,,,Australia,,-36.0822155,150.1307072,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.6511152,148.1257545,,,,,no,,,,,,yes,no
Buenba Flat #2,,,,,Australia,,-36.6975653,147.9223678,,,,,,,,,,,,
Buenba Flat #3,,,,,Australia,,-36.6933586,147.924578,,,,,,,,,,,,
Julatten Tableland Van Park,,,,,Australia,,-16.5458066,145.3830854,,,,,,,,,,,,
Freshwater,,,,,Australia,,-32.4846489,152.30443,,,,,,,,,,,,
Stewart & Lloyds Camping Area,,,,,Australia,,-32.6081202,152.2321735,,,,,,,,,,,,
Rest Area,,,,,Australia,,-35.1987619,141.5907743,,,,,,,,,,,,
Alternate Sink Camping Area,,,,,Australia,,-34.095602,149.6586144,,,,,,,,,,,,
Rainforest Village,,,,,Australia,,-16.1911675,145.415296,,,www.rainforestvillage.com.au,,,,,,,,,
Ocean Lake Caravan Park,,,,,Australia,,-36.3741359,150.0688585,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.9914802,143.3355232,,,,,,,,,,,,
Darwin Boomerand Motel and Caravan Park,,,,,Australia,,-12.5175318,131.0288334,,,,,,,,,,,,
Burra Korain Camping Area,,,,,Australia,,-33.5640528,150.3055378,,,,no,no,,,,,,yes,no
Wares Yards campsite,,,,,Australia,,-35.8767398,148.6202732,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/wares-yards-campground,yes,no,,,,,,yes,yes
Unknown,,,,,Australia,,-37.9990028,146.4716754,,,,,,,,,,,,
Western Tyers,,,,,Australia,,-37.9436638,146.307667,,,,,,,,,,,,
Desmond Rest Area,,,,,Australia,,-33.662768,120.1694072,,,,,,,,,,,,
Ravensthorpe East Rest Area,,,,,Australia,,-33.5705753,120.1065537,,,,no,,,,,,,,
Navarino Lakeside Camping,,,,,Australia,,-32.8448742,115.9778605,,,,,,,,,,,,
GOW Cape Otway Hikers Camp,,,,,Australia,,-38.8496898,143.5144739,,,,,,,,,,,,
White Cliffs Reserve,,,,,Australia,,-33.5913606,138.3938938,,,,,,,,,,,,
Gum Hole Camping Area,,,,,Australia,,-30.5638367,150.9319601,,,,,,,,,,,,
Unknown,,,,,Australia,,-29.9150225,150.9695148,,,,,,,,,,,,
Unknown,,,,,Australia,,-29.9248424,150.9600212,,,,,,,,,,,,
Valley Cam,,,,,Australia,,-28.3748816,151.9290222,,,,,,,,,,,,
The Springs Main Campsite,,,,,Australia,,-28.3751115,151.9369244,,,,,,,,,,,,
Bentley Plain Camping Area,,,,,Australia,,-37.2276634,147.9236691,,,,,,,,,,,,
Vrilya Point North Campground,,,,,Australia,,-11.1344589,142.1506454,,,,,,,,,,,,
Mutee Head Campground,,,,,Australia,,-10.9122479,142.2523758,,,,,,,,,,,,
Mutee Head South Campground,,,,,Australia,,-10.9240128,142.2221278,,,,,,,,,,,,
Vrilya Point North Campground,,,,,Australia,,-11.2154866,142.1349307,,,,,,,,,,,,
Vrilya Point South Campground,,,,,Australia,,-11.2404971,142.1259834,,,,,,,,,,,,
Unknown,,,,,Australia,,-10.8908974,142.3504288,,,,,,,,,,,,
Nanthau Beach Campground,,,,,Australia,,-10.7807267,142.585203,,,,,,,,,,,,
Unknown,,,,,Australia,,-10.6973192,142.5300134,,,,,,,,,,,,
Unknown,,,,,Australia,,-10.7540231,142.6006079,,,,,,,,,,,,
Captain Billy Landing Campground,,,,,Australia,,-11.6316481,142.855867,,,,,,,,,,,,
Ussher Point North Campground,,,,,Australia,,-11.1569347,142.7970535,,,,,,,,,,,,
Ussher Point South Campground,,,,,Australia,,-11.1721633,142.794993,,,,,,,,,,,,
Tree Top Eco Caravan Park,,,,,Australia,,-34.9953661,116.8463899,,,,,,,,,,,,
Lizard Point Campsite,,,,,Australia,,-28.1957404,152.4710334,,,,,,,,,,,,
Wave Rock Caravan Park,,,,,Australia,,-32.4414134,118.8974783,,,,,,,,,,,,
Mud Creek bush campsite,,,,,Australia,,-36.9873136,142.4545826,,,,,,,,,,,,
Elliston Bush Camping,,,,,Australia,,-33.7011912,135.0019795,,,,,,,,,,,,
Quamby Corner,,,,,Australia,,-41.6265587,146.710876,,,https://www.quambycorner.com/,,,,,,,,,
Yandinga Campground,,,,,Australia,,-32.5623505,135.3253778,,,https://www.parks.sa.gov.au/parks/gawler-ranges-national-park/booking/73108,,,,,,,,,
Spear Creek Caravan Park,,,,,Australia,,-32.570181,137.9893757,,,,,,,,,,,,
Waganny Campground,,,,,Australia,,-32.679817,135.5178448,,,,,,,,,,,,
Tom Groggin Campsite,,,,,Australia,,-36.5424842,148.12899,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/tom-groggin-campground,,,,,,no,,yes,yes
Unknown,,,,,Australia,,-36.535115,148.1337538,,,,,,,,,,,,
Dogmans Hut camping area,,,,,Australia,,-36.5389511,148.1329813,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.5348219,148.1338611,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.3647023,148.1676166,,,,,,,,,,,,
Murray Gates campsite,,,,,Australia,,-36.4633485,148.1255582,,,,,,,,,,,,
Junction Pools Campground,NSW National Parks and Wildlife Service,,,,Australia,,-32.0307775,151.4432634,,,,,,,,,,,,
Lostock Dam Caravan Park,,,,,Australia,,-32.3260589,151.453042,,,,,,,,,,,,
Younghusband Caravan Park,,,,,Australia,,-34.8688651,139.4702803,,,,,,,,,,,,
Gummi Falls Camping Area,,,,,Australia,,-31.9029333,151.4687167,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.7376792,150.5765602,,,,no,no,,,,,,yes,no
Bass Valley Camping Ground,,,,,Australia,,-38.3666434,145.7668842,,,,,,,,,,,,
Mossvale Park,,,,,Australia,,-38.4014364,146.053941,,,,,,,,,,,,
Lake Lascelles,,,,,Australia,,-35.7255279,142.3695111,,,,,,,,,,,,
Coomandook Rest Area,,,,,Australia,,-35.471659,139.6979893,,,,,,,,,,,,
Moomba Lookout,,,,,Australia,,-28.1325195,140.2114783,,,,,,,,,,,,
Colona Rest Area,,,,,Australia,,-31.6138008,132.0454721,,,,,,,,,,,,
Camfield,,,,,Australia,,-34.9149721,116.4629939,,,,,,,,,,,,
Crossing River Campground (West side),,,,,Australia,,-43.1079181,146.170992,,,,,,,,,,,yes,no
Unknown,,,,,Australia,,-34.9100337,116.6223706,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.6913688,150.5656195,,,,,,,,,,,,
Cowan Falls Camping,,,,,Australia,,-26.5472545,152.3082082,,,,,,,,,,,,
Trakka Terrace,,,,,Australia,,-26.5411841,152.3027207,,,,,,,,,,,,
Fig Tree Camp Site,,,,,Australia,,-26.5777615,152.3315967,,,,,,,,,,,,
Abbeyard Camping Area,,,,,Australia,,-36.9089058,146.7010339,,,,,,,,,,,,
Osbert Campsite - State Forest,,,,,Australia,,-41.3154485,146.2001043,,,,,,,,,,,,
Gawleer Ranges Nat park- campsite,,,,,Australia,,-32.7037771,135.5363855,,,,,,,,,,,,
Googs Lake Campsites,,,,,Australia,,-31.5676992,133.9700586,,,,,,,,,,,,
Nymboida River Campsite,,,,,Australia,,-29.7111185,152.5585882,,,,,,,,,,,,
Captains Crossing,,,,,Australia,,-21.2277618,148.6858861,,,,,,,,,,,,
Denham Range,,,,,Australia,,-21.3293583,148.5231219,,,,,,,,,,,,
The Diggings,,,,,Australia,,-21.1737431,148.4796001,,,,,,,,,,,,
Blaxland Crossing Recreation and Rest Grounds,,,,,Australia,,-33.8632239,150.6400126,,,,,,,,,,,,
The Old School Caravan and Camping Area,Private,,,,Australia,,-33.8137119,145.6266619,,,,yes,yes,,,yes,yes,,yes,yes
NRMA South West Rocks Holiday Park,,,,,Australia,2431,-30.8910059,153.0641259,,,,yes,,,,,,,,
Unknown,,,,,Australia,,-36.7066768,147.7472329,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.6265279,142.6294821,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0878181,144.72723,,,,,,,,,,,,
Unknown,,,,,Australia,,-34.5461375,150.2322184,,,,,,,,,,,,
Nundubbermere Falls Camping Area,,,,,Australia,,-28.7794152,151.692435,,,,,,,,,,,,
Reedy Waterhole Campground,,,,,Australia,,-28.8447755,151.6593782,,,,,,,,,,,,
Scout Camp,,,,,Australia,,-31.6515023,116.1888839,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.1753557,150.2461547,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.4445525,150.23627,,,,,,,,,,,,
Scaddings Bridge Campground,,,,,Australia,,-34.1056345,141.4227677,,,,,,,,,,,,
Big Bend Camping Ground,,,,,Australia,,-34.0518232,141.0886234,,,,,,,,,,,,
Forest Road Trail Bike Unloading Area,,,,,Australia,,-38.0087276,145.806889,,,,,,,,,,,,
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8917858,146.0817604,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8918453,146.0816851,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8918605,146.0818448,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.891957,146.0817695,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8920049,146.0818973,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8920253,146.0817707,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8920304,146.0815607,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8920406,146.0819076,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.892205,146.0819333,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Kia Ora Hut Public Camping Platform,,,,,Australia,,-41.8922402,146.0816794,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
New Pelion Hut Group Campsite,,,,,Australia,,-41.8302939,146.0467766,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.9318847,146.0887443,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Windy Ridge Group Campsite,,,,,Australia,,-41.9309519,146.0894197,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Windy Ridge Group Campsite,,,,,Australia,,-41.9309785,146.0894459,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Windy Ridge Group Campsite,,,,,Australia,,-41.9313738,146.0889325,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Red Bluff campsite,,,,,Australia,,-38.0551742,147.5258305,,,,,,,,,,,,
Unknown,,,,,Australia,,-41.7716577,145.9580243,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7717519,145.9581737,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.771707,145.9577951,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7717228,145.9577048,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7717907,145.9573351,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7718673,145.9574301,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7714072,145.9565295,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.77142,145.9566803,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7714407,145.9566366,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7715099,145.9566489,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.7715118,145.9566088,,,https://www.parks.tas.gov.au/file.aspx?id=36845,yes,no,,,,,,yes,no
Tarra Valley Caravan Park Fernholme,,,,,Australia,,-38.4707406,146.5635541,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.0660829,139.0647296,,,,,,,,,,,,
Bush Campground,,,,,Australia,,-24.8651685,133.82131,,,,,,,,,,,,
Oak Valley Campgrounds,,,,,Australia,,-24.3842499,133.9345382,,,,,,,,,,,,
Chokem Flats - Castlemaine Diggings National Heritage Park,,,,,Australia,,-37.1418694,144.2253049,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.2654751,143.2283128,,,,,,,,,,,,
Coach Camping,,,,,Australia,,-23.6327612,132.7252906,,,,,,,,,,,,
Millers Flat,,,,,Australia,,-23.6937093,133.4931395,,,,,no,,,,,,,no
Unknown,,,,,Australia,,-33.0543144,149.4177878,,,,,,,,,,,,
Finch Hatton Showgrounds,,,,,Australia,,-21.1389871,148.6315626,,,,,,,,,,,,
Finke River Two Mile,,,,,Australia,,-23.666887,132.6705818,,,,,,,,,,,,
Standley Chasm,,,,,Australia,,-23.7219433,133.470195,+61 8 8956 7440,info@standleychasm.com.au,https://www.standleychasm.com.au/,yes,,,,,,,yes,
North Era Beach Campground,NSW National Parks and Wildlife Service,,,,Australia,,-34.1769725,151.0564532,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/north-era-campground,yes,no,,,,,,yes,no
Wyandra Store Caravan Park,,,,,Australia,,-27.2462937,145.9803868,,,,,,,,yes,,,,
Miners Flat,Small camp site,,,,Australia,,-37.5221754,146.0103195,,,,,,,,,,,,
Fishbone Flat,"A pleasant small, flat camping area tucked away on the bend of the river where the tree ferns line the tumbling waters of Arnold Creek. Enjoy the tranquil setting away from the bustle of other campers.",,,,Australia,,-37.5267641,145.9966403,,,,,,,,,,,,
Dairy Flat,Medium sized camp site next to river. Watch out for the steep B exit.,,,,Australia,,-37.5181461,146.011666,,,,,,,,,,,,
Dairy Flat Upper,Small camp site,,,,Australia,,-37.5199672,146.011607,,,,,,,,,,,,
Mc Clelland Lower,Medium sized with muddy base,,,,Australia,,-37.5153762,146.022588,,,,,,,,,,,,
Mc Clelland Lower,Medium sized camp site,,,,Australia,,-37.5159336,146.0230386,,,,,,,,,,,,
Mc Clelland Upper,Small camp site,,,,Australia,,-37.5173505,146.0220783,,,,,,,,,,,,
Specimen Creek: Upper,,,,,Australia,,-37.5197374,146.0464543,,,,,,,,,,,,
Specimen Creek: Lower,,,,,Australia,,-37.5178185,146.0478383,,,,,,,,,,,,
Gang Gang Gully,Medium sized camp site. Unlevel ground not suitable for camping apart from swags.,,,,Australia,,-37.516708,146.0323458,,,,,,,,,,,,
Bobuck Ridge: Small,Small camp site,,,,Australia,,-37.5126023,146.0371426,,,,,,,,,,,,
Bobuck Ridge: Medium,Medium camp site,,,,Australia,,-37.5124976,146.0375306,,,,,,,,,,,,
Peppermint Ridge,Small camp site,,,,Australia,,-37.5165208,146.060552,,,,,,,,,,,,
Vennels: Upper,Small camp site,,,,Australia,,-37.5204698,146.0769949,,,,,,,,,,,,
Big Bend,Small camp site,,,,Australia,,-37.5138997,146.0942727,,,,,,,,,,,,
Unknown,Small camp site,,,,Australia,,-37.4994608,146.0907107,,,,,,,,,,,,
25 Mile: Upper,Small camp site,,,,Australia,,-37.485747,146.0940957,,,,,,,,,,,,
25 Mile: Lower,,,,,Australia,,-37.4838953,146.0946375,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.3819181,146.2395572,,,,,,,,,,,,
Burke & Wills Memorial Rest Area (Corella River),,,,,Australia,,-20.7822169,140.1125243,,,,no,,,,,,,,
Breakfast Creek Camp,,,,,Australia,,-37.5172242,146.6180136,,,,yes,,,,,,,yes,yes
Melbourne Grammar School Camp,,,,,Australia,,-37.5169944,146.6153795,,,,,,,,,,,,
Banyan Caravan Park,,,,,Australia,,-13.0271099,130.9746923,,,,,,,,,,,,
Uloola Falls Bush Campground,,,,,Australia,,-34.1084881,151.0381542,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/uloola-falls-campground,,,,,no,,,,no
Jamieson Caravan Park,,,,,Australia,,-37.3039469,146.1358465,,,https://www.jamiesoncaravanpark.com.au/,,,,,,,,,
Acacia Flat Campground,Fuel stoves only.,,,,Australia,,-33.6141536,150.3557738,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/acacia-flat-campground,yes,no,,,,,,yes,no
YMCA Anglesea Recreation Camp,,,,,Australia,,-38.4023352,144.1959153,,,,,,,,,,,,
Campsite 4 - Shady Bend,,,,,Australia,,-13.0871048,130.6996485,,,,,,,,,,,,
Campsite 6 - Shared Rock Pool,,,,,Australia,,-13.0900788,130.7020238,,,,,,,,,,,,
Campsite 2 - Sandy Banks,,,,,Australia,,-13.0843467,130.6986748,,,,,,,,,,,,
Campsite 8,,,,,Australia,,-13.0904251,130.7033693,,,,,,,,,,,,
Campsite 7 - Plunge Pool,,,,,Australia,,-13.0903393,130.7031973,,,,,,,,,,,,
Unknown,,,,,Australia,,-21.2724024,141.2893914,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.7979758,146.1334277,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.8926849,146.1412061,,,,,,,,,,,,
Bush Camp,,,,,Australia,,-37.279566,143.2184422,,,,,,,,,,,,
Lismore Tourist Caravan Park,,,,,Australia,,-28.8082397,153.2824641,,,,,,,,,,,,
Midland Holiday Park,,,,,Australia,,-36.7996761,146.0088105,,,,,,,,,,,,
Wineglass Bay Overnight Walker Campsite,Tasmanian Parks and Wildlife Service,,,,Australia,,-42.1761043,148.310489,,,,,no,,,,,,yes,no
Unknown,,,,,Australia,,-28.1029751,145.6873029,,,,,,,,,,,,
Warrego Riverside Tourist Park,,Weir Road,,,Australia,4490,-28.1031402,145.6872404,,,,,,,,,,,,
Railway Creek,,,,,Australia,,-37.4124068,146.0946236,,,,,,,,,,,,
Unknown,Reported as no longer operating March 2022,,,,Australia,,-37.450995,144.252933,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.4530386,144.2630883,,,,,,,,,,,,
Eco Park and Observatory,,,,,Australia,,-17.1487873,144.5276199,,,,,,,,,,,,
Chillagoe Tourist Village,,,,,Australia,,-17.1558609,144.5246373,,,,,,,,,,,,
Barkly River Camping Area,,,,,Australia,,-37.5599143,146.5696577,,,,,,,,,,,,
Adit Creek Campsite,Penguin to Cradle Trail,,,,Australia,,-41.2348427,146.0515582,,,,,no,,,,,,yes,
Hardstaff Creek Campsite,Penguin to Cradle Trail,,,,Australia,,-41.2039021,146.0509457,,,,,no,,,,,,yes,no
White Sands,,,,,Australia,,-38.0933608,141.0794603,,,,,,,,,,,,
Liverpool Creek Rest Area,,,,,Australia,,-17.7134017,146.0429932,,,,,,,,,,,,
Griffins Farm,,,,,Australia,,-34.7024234,150.4073924,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/griffins-farm-campground,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-37.9161369,146.7498115,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.9200363,146.7556184,,,,,,,,,,,,
Jay Creek,,,,,Australia,,-23.6634442,133.5378082,,,,,no,,,,,,,no
Unknown,,,,,Australia,,-37.736599,146.6271749,,,,,,,,,,,,
Old Mill Camp Ground (hike-in),,,,,Australia,,-37.8529913,144.1953994,,,,,,,,,,,,
Bartagunyah Estate Camping,,,,,Australia,,-32.863517,138.1717812,,,,,,,,,,,,
Red Lizard Campground,,,,,Australia,,-26.4663306,146.2318095,,,,,,,,,,,,
Brooklyn Dam campsite,,,,,Australia,,-33.5545065,151.2073532,,,,,no,,,,,,yes,no
Kauri Walkers' camp,,,,,Australia,,-26.004058,153.1231255,,,,,,,,,,,,
Campsite 5 - Cycad Hill,,,,,Australia,,-13.0877771,130.7004936,,,,,,,,,,,,
Campsite 3 - Big Hole,,,,,Australia,,-13.0863583,130.6992955,,,,,,,,,,,,
Campsite 1 - Rocky Falls,,,,,Australia,,-13.0829661,130.6982041,,,,,,,,,,,,
Dragonelly Rock Hole Camping area,,,,,Australia,,-25.0252402,147.8993866,,,,,,,,,,,,
Top Moffatt Camping Area,,,,,Australia,,-25.0669416,148.0526647,,,https://parks.des.qld.gov.au/parks/carnarvon-mount-moffat/camping/top-moffatt-mount-moffatt,yes,,,,,,,,
West Branch Camping Area,,,,,Australia,,-24.9734127,148.0117371,,,https://parks.des.qld.gov.au/parks/carnarvon-mount-moffat/camping/west-branch-mount-moffatt,,,,,,,,,
Helena Campsite,Department of Parks & Wildlife,,,,Australia,,-31.9818215,116.2485294,,,https://www.bibbulmuntrack.org.au,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-33.4811797,150.3235675,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.4821434,150.3212374,,,,,,,,,,,,
Bally Hooley Campsite,,,,,Australia,,-37.5177784,148.2633656,,,,,,,,,,,,
Stockyard Campsite,,,,,Australia,,-38.8590817,146.2472334,,,,,,,,,,,,
Portland Holiday Village,,,,,Australia,,-38.349376,141.602254,,,,,,,,,,,,
Main Camp Site,,,,,Australia,,-26.0266127,151.4409096,,,,,,,,,,,,
Middle Camp Site,,,,,Australia,,-26.0180232,151.4172443,,,,,,,,,,,,
Creswick Caravan Park and Camping Ground,,Cushing Avenue,,,Australia,3363,-37.4186231,143.8915638,,,,,,,,,,,,
Bunbuncundoo Springs camp ground,,,,,Australia,,-24.8622457,147.4418247,,,,,,,,,,,,
Ocean Beach Camping Area (Site M),,,,,Australia,,-26.8918372,153.133964,,,,,,,,,,,,
Ocean Beach Camping Area (Site L),,,,,Australia,,-26.8931483,153.1342861,,,,,,,,,,,,
Ocean Beach Camping Area (Site B),,,,,Australia,,-26.9061129,153.137494,,,,,,,,,,,,
