post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Midland Caravan Park,Wayne McLean,Stuart Highway,,,Australia,0862,-17.5563825,133.5476841,+61 8 8969 2025,,,,,,,,,,,
Midway Caravan Park,,,,,Australia,,-18.28944,143.54667,,,,,,,,,,,,
Millionth Acre Recreation / Rest Area,,,,,Australia,,-33.67694,150.05,,,,yes,no,yes,,,,,yes,yes
Millmerran Showgrounds,,,,,Australia,,-27.8598986,151.2776619,,,,yes,yes,,,yes,,,,
Milpara Rest Area,,,,,Australia,,-33.9262738,141.7957452,,,,,,,,,,,,
Mindarie Rest Area,,,,,Australia,,-34.81639,140.21389,,,,,,,,,,,,
Mingary Siding,,,,,Australia,,-32.12861,140.74083,,,,,,,,,,,,
Mingo Crossing Caravan Park,,,,,Australia,,-25.39389,151.77722,,,,,,,,,,,,
Minkie Waterhole,,,,,Australia,,-27.77972,140.63972,,,https://www.parks.sa.gov.au/booking/details#/accom/73140,,,,,,,,,
Minnie Creek Road Rest Area,,,,,Australia,,-27.8434075,123.9178646,,,,,,,,,,,,
Minnipa Apex Park,,,,,Australia,,-32.85444,135.15083,,,,yes,no,,,,,,,
Miyumba Bush Camp,,,,,Australia,,-19.01833,138.7225,,,,,,,,,,,,
The Keyhole Rest Area,Transport for NSW,,,,Australia,,-36.0356294,144.7784069,,,,no,,,,,,,,
Puma Roadhouse,,,,,Australia,,-20.09694,146.25417,,,,yes,,,,,,,,
Mole Creek Caravan Park,,,,,Australia,,-41.55111,146.36028,,,,,,,,,,,,
Montagu Park,,,,,Australia,,-40.74444,144.97889,,,https://www.circularhead.tas.gov.au/webdata/resources/files/montaguebrochure-chc-a%20(5).pdf,yes,no,,,,,,yes,yes
Monte Cristo Rest Area,,,,,Australia,,-28.18028,150.28028,,,,yes,no,,,,,,,
Montecollina Bore Rest Area,,,,,Australia,,-29.40056,139.9875,,,,,,,,,,,,
Moodini Bluff Rest Area,,,,,Australia,,-31.9099001,127.2873219,,,,yes,no,,,,,,,
Reflections Mookerawa Waters - Holiday Park,Reflections Holidays,Mookerawa Road,,,Australia,,-32.76611,149.1575,+61 2 6846 8426,mookerawawaters@reflectionsholidays.com.au,https://reflectionsholidays.com.au/parks/mookerawa-waters/,,,,,,,,,yes
Moolooloo Station,,,,,Australia,,-30.99,138.57833,,,,,,,,,,,,
Moonbi Park & Lookout,,,,,Australia,,-30.9760986,151.0991849,,,,yes,no,,,,,,yes,yes
Moonie Crossroads Motel Caravan Park,,,,,Australia,,-27.7182246,150.3703562,,,,yes,yes,,,yes,,,,
Moonta Bay Jetty,,,,,Australia,,-34.053986,137.5628417,,,,,,,,,,,,
Moore Park Nature Reserve,,,,,Australia,,-28.43639,152.87833,,,,,,,,,,,,
Moore Rest Area,Somerset Regional Council,,,,Australia,,-26.8939126,152.289481,,,,yes,yes,,yes,no,no,,no,yes
Moorook Game Reserve,,,,,Australia,,-34.26639,140.36944,,,,,,,,,,,,
Moorook Reserve,,,,,Australia,,-34.2883205,140.3680426,,,,,,,,,,,,
Moralana Creek,,,,,Australia,,-31.55556,138.42667,,,,,,,,,,,,
Morambro Creek,,,,,Australia,,-36.74778,140.62917,,,,,,,,,,,,
Morapoi Station,,,,,Australia,,-29.405,121.38028,,,,,,,,,,,,
Moree Showgrounds,,,,,Australia,,-29.46861,149.84806,,,,,,,,,,,,
Morehead River Rest Area,,,,,Australia,,-15.02278,143.66389,,,,,,,,,,,,
Morgan Conservation Park,,,,,Australia,,-34.03417,139.67778,,,,,,,,,,,,
Morgan Conservation Park,,,,,Australia,,-34.04528,139.68444,,,,,,,,,,,,
Morgan East Rest Area 1,,,,,Australia,,-34.1502061,140.2171727,,,,no,,,,,,,,
Morgan East Rest Area 2,,,,,Australia,,-34.05806,139.89778,,,,no,,,,,,,,
Morgan West,,,,,Australia,,-34.06444,139.58583,,,,no,,,,,,,,
Morney Rest Area,,,,,Australia,,-25.3804687,141.6240478,,,,yes,no,,,,yes,,,
Mornington Wilderness Camp,,,,,Australia,,-17.5123532,126.1102684,,,,,,,,,,,,
Morven Recreation Ground,Murweh Shire Council,,,,Australia,,-26.41833,147.11611,,,,yes,yes,,,yes,yes,,yes,yes
Mother Of Ducks Lagoon,Armidale Regional Council,,,,Australia,,-30.2231881,151.6697028,,,,yes,no,,,,yes,,,
Moulting Bay Camping Area,,,,,Australia,,-41.28,148.2825,,,,,,,,,,,,
Mount Browne Station,,,,,Australia,,-29.79778,141.78694,,,,,,,,,,,,
Mount Bryan Rest Area,,,,,Australia,,-33.55028,138.89222,,,,yes,no,,,,,,,
Mount Bundy Station,,,,,Australia,,-13.2275,131.13389,,,,,,,,,,,,
Mount Compass Rest Area,,,,,Australia,,-35.34361,138.61028,,,,,,,,,,,,
Mount Dutton Bay Rest Area,,,,,Australia,,-34.5319722,135.4337664,,,,yes,,,,,,,,
Mount Gipps Station,,,,,Australia,,-31.6298111,141.5569228,,,,,,,,,,,,
Mount Larcom Rest Area,,,,,Australia,,-23.81111,150.98056,,,,,,,,,,,,
Mount Mary Hotel,,,,,Australia,,-34.1050736,139.4398158,,,,,,,,,,,,
Mount Morgan Van Park,,,,,Australia,,-23.66028,150.38667,,,,,,,,,,,,
Mountain Creek Rest Area,,,,,Australia,,-32.39167,148.43444,,,,no,,,,,,,,
Mountain Park Picnic Area,,,,,Australia,,-32.41333,152.21583,,,,,,,,,,,,
Mountain Top Rest Area,,,,,Australia,,-30.37417,152.72528,,,,yes,no,,,,,,,
Mozzie Flat Camping Reserve,Yorke Peninsula Council,,,,Australia,,-35.1116123,137.4986212,,,,,,,,,,,,
Mt Burnett Picnic Area,,,,,Australia,,-34.8940339,116.5594215,,,,,,,,,,,,
Mount Carbine Caravan Park,,,,,Australia,,-16.52833,145.13917,,,,yes,yes,,,yes,,,,
Mount Dare Station,,,,,Australia,,-26.070676,135.247839,,,,,,,,,,,,
Mt Dutton Siding,,,,,Australia,,-27.81361,135.71667,,,,,,,,,,,,
Mt Elizabeth Station,,,,,Australia,,-16.41944,126.10472,,,,,,,,,,,,
Mt Elvire Reserve,,,,,Australia,,-29.36306,119.5975,,,,,,,,,,,,
Mt Florance Station,,,,,Australia,,-21.7880394,117.8666224,,,,,,,,,,,,
Mt Frankland Picnic Area,,,,,Australia,,-34.8232273,116.7884995,,,,,,,,,,,,
Mt Gambier Showgrounds,,,,,Australia,,-37.8378702,140.7976218,,,,,,,,,,,,
Mt Gladstone Lookout,,,,,Australia,,-36.25111,149.07833,,,,,,,,,,,,
Mount Hart Wilderness Lodge,,,,,Australia,,-16.81833,124.92056,,,,,,,,,,,,
Mt Pleasant Rest Area,,,,,Australia,,-32.0211899,122.8471892,,,,no,,,,,,,,
Mt Price Rest Area,,,,,Australia,,-14.91333,133.70972,,,,,,,,,,,,
Mt Scoria Conservation Park,,,,,Australia,,-24.53056,150.60111,,,,,,,,,,,,
Lake Cowan Rest Area,,,,,Australia,,-32.04139,121.67861,,,,,,,,,,,,
Mt Walsh Picnic Area,,,,,Australia,,-25.5604867,152.0556268,,,,,,,,,,,,
Mount Wood Campground,,,,,Australia,,-29.48417,142.235,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/mount-wood-campground,,,,,,,,,
Muckadilla Community Park,Maranoa Regional Council,,,,Australia,,-26.5857719,148.3875724,,,,yes,yes,,,no,,,yes,yes
The Mucka Pub,,,,,Australia,,-26.585,148.385,,,,yes,yes,,,yes,,,yes,yes
Muirella Park,,,,,Australia,,-12.8543334,132.7546649,,,,,,,,,,,,
Muirs Bridge Rest Area,,,,,Australia,,-34.47722,116.90194,,,,no,,,,,,,,
Mukinbudin Caravan Park,,,,,Australia,,-30.91889,118.20583,,,,,,,,,,,,
Mulga Creek Hotel Caravan Park,,,,,Australia,,-30.6650862,146.4018448,,,,yes,yes,,,,,,,
Mulgildie Hotel Freecamp - see bar,,,,,Australia,,-24.9641478,151.1323246,,,,yes,yes,,,,,,yes,yes
