post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Ski Beach,,,,,Australia,,-27.76444,140.685,,,https://www.parks.sa.gov.au/booking/details#/accom/73142,,,,,,,,,
Ski Beach,,,,,Australia,,-35.91667,145.67444,,,,,,,,,,,,
Smithton Esplanade,,,,,Australia,,-40.8388457,145.1202835,,,,yes,no,,,,,,no,yes
Snowtown (North) Rest Area,,,,,Australia,,-33.746463,138.2100488,,,,,,,,,,,,
Snowtown Centenary Park Caravan Park -,,,,,Australia,,-33.77833,138.2162379,,,,,,,,,,,,
Somerset Park Campground,,,,,Australia,,-27.1213361,152.5508445,,,,,,,,,,,,
Sommariva Rest Area,,,,,Australia,,-26.41417,146.625,,,,yes,no,,,,,,,
Sorell RV Park,,,,,Australia,,-42.7839049,147.5562429,,,,,,,,,,,,
Soren Hansen Bridge,,,,,Australia,,-26.586598,151.7899222,,,,,,,,,,,,
Soudan Bore Rest Area,,,,,Australia,,-20.073795,136.8772062,,,,,,,,,,,,
South Arm Rsl,,,,,Australia,,-43.02944,147.42806,,,,,,,,,,,,
South Esk Lions Park,,,,,Australia,,-41.509875,147.0589842,,,,,,,,,,,,
Southern Lost City,,,,,Australia,,-15.8088913,135.4559909,,,,,,,,,,,,
Spalding Junction Rest Area,,,,,Australia,,-33.61361,138.89472,,,,,,,,,,,,
Speeds Point,,,,,Australia,,-32.93083,134.12917,,,,,,,,,,,,
Spellmans Reserve Campsite,,,,,Australia,,-41.35139,146.16333,,,,,,,,,,,,
Spring Creek Caravan Park,,,,,Australia,,-27.95,151.99111,,,,,,,,,,,,
Spring Gully Camping Area,NSW National Parks and Wildlife Service,,,,Australia,,-32.2426607,150.0454946,,,,,,,,,,,,
Spring Hills Rest Area,,,,,Australia,,-31.72306,142.68583,,,,yes,no,,,,,,,
Square Bush Rest Area,,,,,Australia,,-31.2986428,150.49528,,,,no,,,,,,,,
River Gum Tourist Park,,,,,Australia,,-28.04417,148.57028,,,,,,,,,,,,
St Helens Camping Reserve,,,,,Australia,,-20.84111,148.84389,,,,,,,,,,,,
St Kilda Boat Ramp Car Park,,,,,Australia,,-34.743147,138.5342218,,,,yes,no,,yes,no,yes,,no,yes
St Lawrence Recreational Reserve,,,,,Australia,,-22.3507548,149.5202216,,,,,,,,,,,,
St Marys Sportsground & Golf Course,,,,,Australia,,-41.5847736,148.184317,,,,,,,,,,,,
Staircase Range Lookout,,,,,Australia,,-24.2159066,148.2027084,,,,no,,,,,,,,yes
Stanage Bay,,,,,Australia,,-22.1358992,150.0331334,,,,,,,,,,,,
Standown Park,,,,,Australia,,-26.03694,152.78722,,,,,,,,,,,,
Stanley Rest Area,,,,,Australia,,-19.0432094,121.666053,,,,,,,,,,,,
Stansbury Boat Ramp,,,,,Australia,,-34.90389,137.79667,,,,,,,,,,,,
Stewarts Bay State Reserve,,,,,Australia,,-43.13722,147.85361,,,,,,,,,,,,
Stewarts Brook Recreation Reserve,,,,,Australia,,-32.0032918,151.3083111,,,,,,,,,,,,
Stock Well 9,,,,,Australia,,-27.34444,115.89472,,,,,,,,,,,,
Stockton Lake Recreation Area,,,,,Australia,,-33.38472,116.22861,,,,,,,,,,,,
Stockyard Creek,,,,,Australia,,-19.5130105,145.7894815,,,,no,,,,,,,,
Stockyard Plain Disposal Basin Reserve,,,,,Australia,,-34.26111,139.81722,,,,,,,,,,,,
Stockyard Plain Rest Area,,,,,Australia,,-34.26528,139.80583,,,,,,,,,,,,
Stokes Bay Camp Site,,,,,Australia,,-35.6248937,137.2065338,,,,,,,,,,,,
Stonehenge Caravan Park,Barcoo Shire,,,,Australia,,-24.3549339,143.2867099,,,,yes,yes,,,yes,,,yes,yes
Straneys Bridge,NSW Water,,,,Australia,,-33.3719702,147.6538752,,,,no,,,,,,,,
Strangways Siding,,,,,Australia,,-29.1544646,136.5734468,,,,,,,,,,,,
Strathalbyn Caravan Park,,,,,Australia,,-35.2592364,138.8863919,,,,,,,,,,,,
Streaky Bay South Rest Area,,,,,Australia,,-32.9324481,134.4551624,,,,no,,,,,,,,
Strike A Light Campground,,,,,Australia,,-32.2905796,152.0862294,,,,,,,,,,,,
Stumpys Bay Campground 1,,,,,Australia,,-40.87111,148.22194,,,,yes,,,,,,,yes,yes
Sturdee Road Rest Area,,,,,Australia,,-34.53472,117.60139,,,,,,,,,,,,
Sturt Bay Camping Reserve,,,,,Australia,,-35.1082076,137.4028734,,,,,,,,,,,,
Sturt Creek,,,,,Australia,,-19.56,127.69361,,,,,,,,,,,,
Sturt Reserve,,,,,Australia,,-35.12222,139.28611,,,,,,,,,,,,
Swaggies Beach Camp,,,,,Australia,,-34.55917,145.95833,,,,,,,,,,,,
Swan Brook Rest Area,,,,,Australia,,-29.7717061,151.4354651,,,,yes,no,,,,,,yes,yes
Swan Reach Caravan Park,,,,,Australia,,-34.5678108,139.5961905,,,,yes,yes,,,yes,,,,yes
Swan Reach Conservation Park,,,,,Australia,,-34.57472,139.47889,,,,,,,,,,,,
Swan Vale Rest Area,,,,,Australia,,-24.5858276,143.268949,,,,yes,no,,,,,,yes,yes
Sweet Water Hill Winery,,,,,Australia,,-25.98972,152.685,,,,,,,,,,,,
Swincers Rocks,Yorke Peninsula Council,,,,Australia,,-34.97083,136.97056,,,,,,,,,,,,
Swinging Bridge Park,,,,,Australia,,-26.9815816,151.8330713,,,,,,,,,,,,
Swinging Bridge Reserve,,,,,Australia,,-35.1631228,148.6869853,,,,yes,no,,,,no,,yes,
T M Price Rotary Park,,,,,Australia,,-34.2063665,140.7023509,,,,,,,,,,,,
Ti Tree Roadhouse,,,,,Australia,,-22.13139,133.41667,,,,,,,,,,,,
Tahune Forest Reserve,,,,,Australia,,-43.0950386,146.731349,,,https://tahuneadventures.com.au/accommodation/camping/,,,,,,,,,
Tailem Bend South Rest Area,,,,,Australia,,-35.30444,139.43083,,,,,,,,,,,,
Talia Caves,District Council of Elliston,,,,Australia,,-33.31667,134.78583,,,,no,,,,,,,,
Talunga Park Caravan Park,,,,,Australia,,-34.77611,139.04278,,,,,,,,,,,,
Talwood Sports Ground,,,,,Australia,,-28.4870633,149.4683342,,,,yes,yes,,,yes,yes,,yes,yes
Tambo Cabin & Caravan Park,,Arthur Street,,QLD,Australia,4478,-24.885,146.24778,+61 7 4654 6463,Tambocabin@outlook.com,https://tambocabinandcaravanpark.com/,yes,yes,,,yes,yes,,yes,yes
Tambo North Rest Area,,,,,Australia,,-24.7507285,146.1054001,,,,yes,no,,,,,,,
Tamworth Airport Rest Area,,,,,Australia,,-31.07778,150.85056,,,,yes,,,,,yes,,,
Tandara Caravan Park,,,,,Australia,,-32.0366352,147.9793474,,,,,,,,,,,,
Tantanoola Rest Area,,,,,Australia,,-37.6962749,140.4556109,,,,no,no,,no,no,yes,,no,yes
Taralga Showgrounds,Taralga Co-Op,,,,Australia,,-34.403813,149.8246282,,,,yes,yes,,,yes,,,yes,yes
Tarcoonyinna Rest Area,,,,,Australia,,-26.8965431,133.380893,,,,,,,,,,,,
Tarlee Rest Area,,,,,Australia,,-34.27083,138.76444,,,,,,,,,,,,
Taroom Caravan Park,Ozzy Parks,,,,Australia,,-25.63833,149.79028,,,,yes,yes,,,yes,,,yes,yes
Tarpeena Rest Area,,,,,Australia,,-37.6267263,140.7966012,,,,,,,,,,,,
Tasman Rsl Club Nubeena !!only self contained!!,,,,,Australia,,-43.1082994,147.7466919,,,,,,,,,,,,
Taylor Park,,,,,Australia,,-32.16083,150.88806,,,,,,,,,,,,
Taylors Arm Reserve,,,,,Australia,,-30.76778,152.71611,,,"https://en.wikipedia.org/wiki/Taylors_Arm,_New_South_Wales",,,,,,,,,
Tcharkuldu Rock - West,,,,,Australia,,-32.84722,135.19583,,,,no,,,,,,,,
Tea Tree Campground,,,,,Australia,,-34.2423548,140.6468898,,,,,,,,,,,,
Teamsters Campground,,,,,Australia,,-31.3382413,138.5500834,,,,,,,,,,,,
Teamsters Memorial Park,,,,,Australia,,-16.53917,145.46944,,,,,,,,,,,,
Teamsters Rest Campground,,,,,Australia,,-31.55667,151.05611,,,,,,,,,,,,
Telleraga Rest Area,,,,,Australia,,-29.5625,149.395,,,,,,,,,,,,
Telstra Tower Layby,,,,,Australia,,-19.98694,140.21639,,,,no,,,,,,,,
Temora Showgrounds,,,,,Australia,,-34.4396948,147.5216193,,,,yes,yes,,yes,yes,public,,yes,yes
Tenham Rest Area,,,,,Australia,,-25.60611,143.02833,,,,yes,no,,,,,,,yes
Tenindewa Pioneer Well,,,,,Australia,,-28.61139,115.36139,,,,,,,,,,,,
Tenterfield Rest Area,,,,,Australia,,-29.071253,152.0208003,,,,,,,,,,,,
Terowie Railway Yard,,,,,Australia,,-33.1501392,138.9216206,,,,no,,,,,,,yes,yes
Terry Smith Lookout,,,,,Australia,,-20.080279,140.2272577,,,,yes,no,,,,yes,,,
Thackaringa Rest Area,,,,,Australia,,-32.0457532,141.1278069,,,,yes,no,,,,,,yes,yes
Thallon Recreation Ground - Free,Balonne Shire Council,,,,Australia,,-28.6329331,148.865978,,,,yes,yes,,,no,yes,,yes,yes
The Bamboos Campground,,,,,Australia,,-34.25278,137.50139,,,,,,,,,,,,
The Bend,,,,,Australia,,-13.92417,143.19389,,,,,,,,,,,,
The Boab Rest Area,,Great Northern Highway,,,Australia,,-17.8240822,124.2342652,,,,,,,,,,,,
The Bradley Wolf Braeve Heart Retreat -,,,,,Australia,,-24.25306,151.735,,,,,,,,,,,,
The Breakaways,,,,,Australia,,-32.2779646,120.2630274,,,,,,,,,,,,
The Broadwater,,,,,Australia,,-22.66083,144.56833,,,,,,,,,,,,
The Forrestania Plots,,,,,Australia,,-32.4156501,119.5338422,,,,,,,,,,,,
The Gap Campground,Yorke Peninsula Council,,,,Australia,,-34.23417,137.50167,,,,,,,,,,,,
The Gorge Campground,,,,,Australia,,-28.01028,152.55444,,,,,,,,,,,,
The Granites,,,,,Australia,,-36.65778,139.85472,,,,no,no,,no,no,no,,no,yes
The Happy Apple Caravan Park,,,,,Australia,,-28.54917,151.94722,,,,,,,,,,,yes,yes
The Junction Campground,,,,,Australia,,-33.16944,149.23917,,,,,,,,,,,,
The Knob Campsite,Self Contained Beach Camping. Payt station towards Cowell,,,,Australia,,-33.798922,136.8428577,,,,no,,,,,,,,
The Lake (Ellendale),,,,,Australia,,-17.9314257,124.783749,,,,,,,,,,,,
Lake Broadwater Campground,Western Downs Regional Council,,,,Australia,,-27.3536607,151.0925784,,,,yes,yes,,,no,,,,
The Pines Campground,,,,,Australia,,-35.4475,148.285,,,,yes,no,,,,,,yes,yes
The Ponds Camp,,,,,Australia,,-30.11083,150.5975,,,,no,,,,,,,,
The Retreat Hotel Rest Area,,,,,Australia,,-21.4795582,148.8113809,,,,,,,,,,,,
Vittoria / The Rocks Rest Area,,,,,Australia,,-33.43222,149.38,,,,yes,no,,,,,,,
The Shanty Reserve,,,,,Australia,,-35.1125,147.52083,,,,,,,,,,,,
Stringers,,,,,Australia,,-32.8043859,116.1089684,,,https://exploreparks.dbca.wa.gov.au/site/stringers-campground,yes,,,,,,,yes,no
Theldarpa Station,,,,,Australia,,-29.65472,141.48306,,,,,,,,,,,,
Thirsty Point Reserve,,,,,Australia,,-30.5091258,115.0587727,,,,,,,,,,,,
Thornton Centenary Park,,,,,Australia,,-27.798065,152.374229,,,,,,,,,,,,
Three Mile Dam Campground,NSW National Parks and Wildlife Service,,,,Australia,,-35.88833,148.44889,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/three-mile-dam-campground,yes,no,,,,,,yes,yes
Three Mile Pool,,,,,Australia,,-21.76222,114.95139,,,,,,,,,,,,
Three Waters High Country Holidays,,,,,Australia,,-29.62,151.72944,,,,,,,,,,,,
Thungutti Camping Area,,,,,Australia,,-30.50056,152.3875,,,,yes,no,,,,,,,
Thureau Hills Camping Area,,,,,Australia,,-42.14361,145.65083,,,,,no,,,,,,yes,yes
Tiaro Memorial Park,,,,,Australia,,-25.7286426,152.5843753,,,,,,,,,,,,
Tickera North,,,,,Australia,,-33.7577075,137.7306062,,,,,,,,,,,,
Tilmouth Well Roadhouse,,,,,Australia,,-22.8091248,132.5982057,,,,,,,,,,,,
Tilpa Weir,,,,,Australia,,-30.91944,144.45806,,,,,,,,,,,,
Timber Creek Caravan Park,,,,,Australia,,-15.6610021,130.4806833,,,,,,,,,,,,
Tintinara South Rest Area,,,,,Australia,,-35.93806,140.12417,,,,,,,,,,,,
Tiparra Rocks,,,,,Australia,,-34.28611,137.49889,,,,,,,,,,,,
Tipperary Flat Park,,,,,Australia,,-26.6804301,151.9953755,,,,yes,no,,yes,no,public,,no,yes
Tippipila Creek Bush Camp,,,,,Australia,,-26.995,139.01694,,,,,,,,,,,,
Tjukayirla Roadhouse,,,,,Australia,,-27.1549301,124.5736289,,,,,,,,,,,,
Toalki Rest Area,,,,,Australia,,-27.03444,149.08278,,,,yes,,,,,,,,
Tolderodden Campground,Queensland Parks,,,,Australia,,-25.3762495,151.0875429,,,,yes,no,,,,,,yes,yes
Tolderol Game Reserve,,,,,Australia,,-35.37528,139.14861,,,,,,,,,,,,
North of Tomingly Creek Rest Area,,,,,Australia,,-32.52194,148.2786038,,,,no,,,,,,,,
Tomingley South Rest Area,,,,,Australia,,-32.5942422,148.2203395,,,,yes,,,,,,,yes,yes
Tongaboo Rest Area - Southbound,,,,,Australia,,-35.5732848,145.6157543,,,,no,,,,,,,,yes
Tongaboo Rest Area - Northbound,,,,,Australia,,-35.5768158,145.6100119,,,,no,,,,,,,,yes
Tonganmain Reserve,,,,,Australia,,-34.47139,145.63861,,,,,,,,,,,,
Toobeah Park Rest Area - SC Only 20Hrs,Goondowindi Regional Council,,,,Australia,,-28.4167765,149.8714418,,,,yes,,,,,,,,
Toogoolawah Lions Park,,,,,Australia,,-27.09306,152.37972,,,,,,,,,,,,
Tookey Creek Rest Area,,,,,Australia,,-29.87444,149.78861,,,,yes,no,,,,,,,
Tooloom Falls Campground,,,,,Australia,,-28.5124595,152.5266861,,,,yes,no,,no,no,no,,yes,yes
Toorumbee Rest Area,,,,,Australia,,-27.9685133,148.9382156,,,,yes,no,,,,,,,
Top Camp Campground,,,,,Australia,,-40.84278,148.20333,,,,yes,no,,,,,,yes,yes
Top Springs Roadhouse Caravan Park,,,,,Australia,,-16.54333,131.79694,,,,,,,,,,,,
Torrington Caravan Park,,,,,Australia,,-29.31083,151.69667,,,,,,,,,,,,
Tower Layby,,,,,Australia,,-18.1525,140.09667,,,,,,,,,,,,
Tocumwal Town Beach Primitive Camping Area,,,,,Australia,,-35.8181874,145.5595456,,,,,,,,,,,,
Towns River,Northern Teritory National Parks,,,,Australia,,-15.03611,135.21944,,,,yes,,,,,,,yes,yes
Towong Reserve,Snowy Valleys Council,,,,Australia,,-36.1237186,147.9975621,,,,,,,,,,,yes,yes
Tractor Beach,,,,,Australia,,-32.87028,134.11306,,,,,,,,,,,,
Trayning Caravan Park,Shire of Trayning,,,,Australia,,-31.1113572,117.7936128,,,,yes,yes,,,yes,yes,,yes,yes
Trentham Cliffs Caravan Village,,,,,Australia,,-34.22472,142.24722,,,,,,,,,,,,
Trezona Campground,,,,,Australia,,-31.3324192,138.6237288,,,,,,,,,,,,
Trial Bay Campground,,,,,Australia,,-30.87806,153.07111,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/Trial-Bay-Gaol-campground,,,,,,,,,
Trig Campground,,,,,Australia,,-35.64972,138.215,,,,,,,,,,,,
Trigwell Bridge,,,,,Australia,,-33.67417,116.59833,,,,,,,,,,,,
Trilby Station,,,,,Australia,,-30.63889,144.94278,,,,,,,,,,,,
Tropic of Capricorn Rest Area,,,,,Australia,,-23.4418046,133.8326267,,,,yes,no,,,,,,yes,yes
Troubridge Hill Camping Reserve,,,,,Australia,,-35.1660802,137.6446162,,,,,,,,,,,,
Trundle Showgrounds,Trundle P & A Society,,,,Australia,,-32.9248428,147.7003753,,,,yes,yes,,,yes,yes,,yes,yes
Trunkey Creek Showground,Bathurst Regional Council,,,,Australia,,-33.8173723,149.3250919,,,,yes,yes,,,yes,,,yes,yes
Truro Rest Area,,,,,Australia,,-34.40833,139.13583,,,,no,,,,,,,,
Tuena Recreation Camping Reserve,Upper Lachlan Shire Coumcil,,,,Australia,,-34.0148893,149.3269166,+61 2 4834 5235,,,yes,yes,,,yes,yes,,yes,yes
Tullah Lakeside Park,,,,,Australia,,-41.73722,145.61694,,,,,,,,,,,,
Tullamore Showgrounds,Tullamore PA and H Association Inc.,,,,Australia,,-32.6274807,147.5697949,+61 2 6892 5194,,,yes,yes,,,yes,yes,,yes,yes
Tullibigeal Pioneer Park,,,,,Australia,,-33.42111,146.72778,,,,,,,,,,,,
Tullibigeal Sportsground,,,,,Australia,,-33.41667,146.72444,,,,,,,,,,,,
Turlee Station Stay,,,,,Australia,,-33.94556,143.05278,,,,,,,,,,,,
Tycannah Rest Area,,,,,Australia,,-29.59972,149.81028,,,,no,,,,,,,,
Uarbry Hall,,,,,Australia,,-32.04528,149.76472,,,,,,,,,,,,
Upper Limestone Creek,,,,,Australia,,-22.59833,139.71806,,,,,,,,,,,,
Urbenville Forest Park,Forestry Corporation of NSW,,,,Australia,,-28.46833,152.54889,,,,yes,no,,,,,,yes,yes
Valley Campground,,,,,Australia,,-31.5874716,116.2420584,,,,,,,,,,,,
Venus Bay Wharf,,,,,Australia,,-33.23194,134.67278,,,,,,,,,,,,
Victoria River Roadhouse,,Victoria Highway,,NT,Australia,0852,-15.6168934,131.1280939,+61 8 8975 0744,,,,,,,,,,,
Violet Hill Campground,,,,,Australia,,-32.47111,152.32694,,,,,,,,,,,,
Virgin Rock / Lions Park Rest Area,Central Highlands Regional Council,,,,Australia,,-24.0936118,148.0964391,,,,yes,no,,,,,,,yes
Waddi Farm Resort,,,,,Australia,,-30.49944,115.50194,,,,,,,,,,,,
Wagin Caravan Park,Shire of Wagin,,,,Australia,,-33.31083,117.33472,,,,yes,yes,,,yes,yes,,yes,yes
Waitpinga Campground,,,,,Australia,,-35.6281342,138.5007424,,,,,,,,,,,,
Wakool River,,,,,Australia,,-34.94639,143.47806,,,,no,,,,,,,,
Wal's Camp,,,,,Australia,,-20.71611,140.49639,,,,,,,,,,,,
Walardi Campground - Sites 1-26,,,,,Australia,,-17.5223179,128.3006135,,,,yes,no,,no,no,no,,yes,yes
Walkabout Hotel,,,,,Australia,,-21.2726102,141.289767,,,,,,,,,,,,
Walker Flat Boat Ramp Reserve,,,,,Australia,,-34.7521486,139.5618627,,,,,,,,,,,,
Walkers Rocks Campground,District Council of Elliston,,,,Australia,,-33.5607041,134.85649,,,,yes,yes,,,,,,,
Wallabadah Freedom Camp,Liverpool Plains Shire Council,,,,Australia,,-31.5362631,150.8320026,,,,yes,yes,,,no,,,yes,yes
Wallaby Rocks Crossing,,,,,Australia,,-33.07472,149.64972,,,,,,,,,,,,
Wallacetown Rest Area,,,,,Australia,,-34.9594092,147.448676,,,,,,,,,,,,
Wallaroi Creek Rest Area,,,,,Australia,,-33.209054,147.1031716,,,,,,,,,,,,
Wallaroo Jetty,,,,,Australia,,-33.92833,137.62139,,,,,,,,,,,,
Wallaroo Truck Marshalling Area,,,,,Australia,,-33.93444,137.62167,,,,,,,,,,,,
Wallum Reserve,,,,,Australia,,-24.13806,151.19583,,,,,,,,,,,,
Wallum Reserve,,,,,Australia,,-25.0589483,152.2304795,,,,,,,,,,,,
Wallumbilla Creek,,,,,Australia,,-26.92083,149.22389,,,,,,,,,,,,
Wallumbilla Showgrounds,Maranoa Regional Council,,,,Australia,,-26.5871228,149.1797901,,,,yes,yes,,,,yes,,,
Walpole Park,,,,,Australia,,-27.87222,151.27417,,,,,,,,,,,,
Wandering Caravan Park,,,,,Australia,,-32.68417,116.67472,,,,,,,,,,,,
Wandina Station Stay,,,,,Australia,,-27.98611,115.63139,,,,,,,,,,,,
Wanganella Weir,,,,,Australia,,-35.2175,144.80722,,,,,,,,,,,,
Wangary Rest Area,,,,,Australia,,-34.511559,135.4709405,,,,,,,,,,,,
Wangi Falls Campground,,,,,Australia,,-13.16222,130.68056,,,,,,,,,,,,
Robert Hindmarsh (Wannamal) Rest Area,Shire of Chittering,,,,Australia,,-31.1644556,116.0580438,,,,yes,no,,,,,,,
Warakurna Roadhouse,,,,,Australia,,-25.0435741,128.3024669,,,,,,,,,,,,
Waratah Camping Ground,,,,,Australia,,-41.4450626,145.5311659,,,https://www.warwyn.tas.gov.au/page.aspx?u=390,yes,yes,,,,,,yes,yes
Warburton Rest Area,,,,,Australia,,-26.1319578,126.56806,,,,,,,,,,,,
Ward River,,,,,Australia,,-26.4920715,146.0994238,,,,no,,,,,,,,
Warloch Rest Area,,,,,Australia,,-15.2363244,133.1147839,,,,,,,,,,,,
Warooka Caravan & Camping Ground,,,,,Australia,,-34.99222,137.39806,,,,,,,,,,,,
Warooka Rest Area,,,,,Australia,,-34.9913919,137.4013178,,,,,,,,,,,,
Warrabah Camping Area,,,,,Australia,,-30.5685648,150.9158518,,,,,,,,,,,,
Warraweena Conservation Park,,,,,Australia,,-30.76778,138.63667,,,,,,,,,,,,
Warrego Wines,,,,,Australia,,-27.5658843,152.6127221,,,,,,,,,,,,
Warren Gorge,,,,,Australia,,-32.182621,138.0074675,,,,,,,,,,,,
